,SI,SD,TSS
10,7.0926567702468954,2.8037481019024564,1.0
40,7.85138554713962,3.140164982315257,1.0
70,8.581063915207588,2.89221109734699,1.0
100,9.09908385929691,2.1210109452836363,1.0
130,9.29943212367027,1.5389314499266562,1.0
160,8.131517798254446,2.383879678905078,1.0
190,6.499567641888143,2.8588197005637896,1.0
220,7.132117927636589,2.790739128099729,1.0
250,9.53793031174977,1.3442105741880879,1.0
280,10.025447727574102,1.0615348605511044,1.0
310,7.617876725659599,2.523086257424338,1.0
340,8.386984251968899,2.652213237245778,1.0
370,9.008952122987447,2.58110635557274,1.0
400,9.748874955440183,1.764350299613544,1.0
430,8.143027385300053,2.194881881820471,1.0
460,9.366217506160082,2.1036845514617157,1.0
490,9.787390724305194,2.6131833621038236,1.0
520,8.191624844137968,2.9093828768643917,1.0
550,8.931169591210816,2.0876633995116842,1.0
580,8.158202627124092,2.4654590962516,1.0
610,7.358399562391864,2.4734312977412185,1.0
640,8.464957652913046,2.5534857792202845,1.0
670,10.81557220898004,1.4328111812022981,1.0
700,8.160668911939128,2.456181255298653,1.0
730,6.916292536591713,2.754824477562864,1.0
760,8.841547045228815,1.7774588751124336,1.0
790,6.998638276990229,3.1848307787705195,1.0
820,8.027477446902816,2.6247252369118215,1.0
850,8.014135985371873,2.2643807159208116,1.0
880,7.104868241383003,2.8761379110735907,1.0
910,9.422319905752667,1.9627959154363206,1.0
940,9.645615075973048,1.6405416134321158,1.0
970,7.094726622121447,2.78995389283677,1.0
1000,9.502644792648056,1.8827409297156075,1.0
1030,9.242627864683575,1.749535617754284,1.0
1060,9.100182791528333,1.9795371186752675,1.0
1090,8.117994339253595,2.1445060527188304,1.0
1120,9.472866866260391,2.2104003012659756,1.0
1150,8.551100673988087,3.038573184866638,1.0
1180,8.4102251017039,2.0074178032812435,1.0
1210,8.934063461253642,1.7781729141831732,1.0
1240,8.904984057895858,1.9174766107216963,1.0
1270,8.364183451061201,2.287946977907712,1.0
1300,10.312223631153783,1.621898287939524,1.0
1330,8.734119240493044,1.9098632413016932,1.0
1360,8.19510202272189,2.0791028197954393,1.0
1390,10.934699409696803,1.2156095510199323,1.0
1420,9.190267622637334,2.179246519669412,1.0
1450,8.097416321838086,2.715392707164249,1.0
1480,8.757755104086757,2.0299416687035103,1.0
1510,8.224257315627488,2.0164732000346217,1.0
1540,9.05966109048661,2.388964489639004,1.0
1570,8.016234755051544,2.9257276068879663,1.0
1600,8.82243302502185,2.690439897081043,1.0
1630,9.943403300034166,1.8110481320047669,1.0
1660,8.883068473487963,2.0737076647288086,1.0
