,SI,SD,TSS
13,7.65354752363737,2.8619219614757454,1.0
43,8.148791835300015,3.1321174602893946,1.0
73,8.396988230415753,3.442449711014971,1.0
103,8.432498042788804,2.2400414217673354,1.0
133,9.549978282071683,1.5689635871947079,1.0
163,9.625743456598876,2.1534759266466965,1.0
193,6.157137789219385,2.8462327104305047,1.0
223,8.04301953637909,2.804309148790009,1.0
253,9.81791008113684,1.8943063882898517,1.0
283,9.232785211485002,2.453201674121795,1.0
313,9.557341377934849,1.6125611550634995,1.0
343,10.046802250675878,2.0740427357420463,1.0
373,8.912993935680896,2.5349217038569383,1.0
403,9.458624693528376,2.636558502839544,1.0
433,6.927259954535198,2.8879015608166734,1.0
463,8.9293054593478,2.300060568706904,1.0
493,9.608999620465143,2.7848183249503715,1.0
523,9.210769534949158,2.1555857426565215,1.0
553,9.451200425622574,1.4884490569240592,1.0
583,9.441353728508957,1.4286303495482366,1.0
613,7.442998807062395,2.2907289790854293,1.0
643,8.21003426815234,2.53150042685668,1.0
673,9.76868496260369,1.7129021267073445,1.0
703,8.632035160958875,2.395454404401504,1.0
733,9.497398525333393,1.5185795481690414,1.0
763,9.352444886552679,1.5213976387219386,1.0
793,8.855248430947618,3.6681637848734443,1.0
823,8.386787597064224,2.41520304550857,1.0
853,8.119414157515292,3.173441032823302,1.0
883,7.914455557586251,1.8864970766420603,1.0
913,9.48931261574763,1.586929864018054,1.0
943,8.507551932152284,2.0788420680403568,1.0
973,8.822381335563481,1.9687412803473587,1.0
1003,10.333461582035271,1.2171118769088483,1.0
1033,9.078827659486002,2.224133301768477,1.0
1063,8.322061200189431,2.672270667136207,1.0
1093,7.156312199113036,2.376727413140774,1.0
1123,7.881022030819717,2.538695220999617,1.0
1153,7.701464108440258,3.0752063702809886,1.0
1183,8.494353983775804,2.151829975588287,1.0
1213,8.774789571819186,2.0490344044342805,1.0
1243,9.025763163970005,1.9344931116164525,1.0
1273,7.232615570547679,2.653883102021662,1.0
1303,9.359364139512246,2.1508527376120243,1.0
1333,10.138273461624367,1.3346806127603594,1.0
1363,8.574994357526027,1.7849469368345123,1.0
1393,9.690521585612519,1.9845782837404533,1.0
1423,9.41089239524678,2.2063497663350002,1.0
1453,8.523792172075911,2.458142206517085,1.0
1483,8.992639265671388,2.7441612073761203,1.0
1513,8.513589001920387,1.780433153945598,1.0
1543,9.426161645458732,2.4465418823493223,1.0
1573,7.094590587247086,2.805109449643661,1.0
1603,9.085745372166919,1.8745470033237979,1.0
1633,9.774617462895542,1.9569804372062467,1.0
1663,10.028101601038133,2.0314034188779115,1.0
1693,9.424902742341509,1.6400080455025678,1.0
1723,8.922681378740789,2.9704583194831753,1.0
1753,9.483451779028204,2.252051673130861,1.0
1783,8.296166034378322,2.496382242402109,1.0
1813,10.371442292635034,1.4341298067485817,1.0
1843,8.685635972468965,2.1756609923078476,1.0
1873,8.33279006937266,1.7549336788982428,1.0
1903,9.621880510299732,1.628851545330239,1.0
1933,6.82923019832983,2.8312442877095574,1.0
1963,8.203559470357325,2.1218853323687803,1.0
1993,9.2619529415729,2.3700133073967926,1.0
2023,6.681232814547479,2.772341859631549,1.0
2053,8.609530700677936,2.030654966486757,1.0
2083,8.563718278430983,2.3877416459628646,1.0
2113,7.480781149792258,2.482074752497129,1.0
2143,9.81289138782793,1.7662945649653476,1.0
2173,9.968663882885656,2.4245732205798287,1.0
2203,7.982561330978431,2.391627744301313,1.0
2233,9.305115758699454,1.6820108562725142,1.0
2263,9.672323280330222,2.1789919642914013,1.0
2293,8.34218821743873,2.7896886599011577,1.0
2323,9.251686241293488,2.7460797125273952,1.0
2353,8.769396812323627,2.4481803561181574,1.0
2383,8.321495378234387,2.797342329722374,1.0
2413,7.505406679675714,2.798700746917496,1.0
2443,9.12013810580818,1.4794383535238986,1.0
2473,9.197228189337302,2.4074421120778577,1.0
2503,9.14092235883888,2.353888396203463,1.0
2533,9.983687035341829,1.7648178693570116,1.0
2563,8.800838485429585,2.4703090623586186,1.0
2593,9.477712462152128,2.2618344325126944,1.0
2623,9.148580189872,1.623869204683184,1.0
2653,8.484832112056978,2.344510313846147,1.0
2683,8.485652247130574,1.8142564173415983,1.0
2713,9.514024481171427,1.8661060301316124,1.0
2743,7.8124725847726735,2.8147106322929796,1.0
2773,9.532371180318888,1.5938338346851293,1.0
2803,8.60151584669915,2.1925711526012908,1.0
2833,9.746544469864753,1.4824908213681272,1.0
2863,8.675445010625369,2.1585407434089143,1.0
2893,8.741903241105334,2.131267892386773,1.0
2923,8.452195587586573,2.1893775291918427,1.0
2953,8.316250964584178,2.2578929534651557,1.0
2983,8.965660971165649,2.132496830745875,1.0
3013,8.320667414150467,2.494485843339327,1.0
3043,9.223113321608565,1.9663103478509507,1.0
3073,9.369681893388908,2.3885157662078162,1.0
3103,8.705696967904396,2.461145396495038,1.0
3133,10.159535695468945,1.3124905374623446,1.0
3163,9.722182990363077,1.9132408098501033,1.0
3193,9.22623742101334,2.0730641429132204,1.0
3223,9.071210070635797,2.9289696788857724,1.0
3253,7.319529997894422,3.1815242413562155,1.0
3283,9.547137694264167,2.398029723422934,1.0
3313,8.85242170181891,2.568021573660904,1.0
3343,8.469072794685973,2.5153569359097725,1.0
3373,9.009983004771644,2.011128756051273,1.0
3403,9.643118828901773,1.8284251352322372,1.0
3433,9.313448922517688,2.0578532952921478,1.0
3463,9.056262156233172,2.403013745144711,1.0
3493,8.191456938938549,2.284856045422847,1.0
3523,9.766554574747316,1.533162071678565,1.0
3553,7.562555318159251,2.568752179131215,1.0
3583,7.896334366671507,2.964040844550152,1.0
3613,9.23398535936278,2.043688720630459,1.0
3643,7.826166034275362,2.768490602450801,1.0
3673,10.172810812160371,1.8788620933150253,1.0
3703,9.196181880527275,1.8227074711304414,1.0
3733,8.37462388434805,2.41353288744957,1.0
3763,8.438845760672367,2.8344290983867535,1.0
3793,9.839403719454033,1.898844827396032,1.0
3823,8.484037044423042,2.3592707246313656,1.0
3853,8.26614083426192,2.4327906055263724,1.0
3883,9.662214635622417,2.281554956003341,1.0
3913,7.842493549269985,2.748114369342032,1.0
3943,8.40081391697527,2.608305449511662,1.0
3973,7.807939945857476,2.4867697149363863,1.0
4003,7.857985512087089,2.473257499495628,1.0
4033,8.912301052860641,2.7423007902777243,1.0
4063,9.010056390273883,2.109509703402506,1.0
4093,8.407692199491514,2.912078060740749,1.0
4123,9.113376489116337,1.6854669674514313,1.0
4153,7.852030863356191,3.435441305480478,1.0
4183,8.490096847216874,2.3877263939680233,1.0
4213,8.267092039137534,1.7841004866625256,1.0
4243,8.449788389158844,2.159091346949282,1.0
4273,10.532977867990757,1.5007933951996928,1.0
4303,8.035841402678907,2.1498941030700767,1.0
4333,9.694169263593713,1.4916957202312833,1.0
4363,7.735245598536242,2.0424511725723757,1.0
4393,8.645849540356492,2.1534099825918913,1.0
4423,7.580452294468462,3.1877702133777563,1.0
4453,8.854594525672788,1.7939391244707723,1.0
4483,8.014331793775536,2.2534432042293417,1.0
4513,8.458960601568837,2.2974897993191536,1.0
4543,8.61564757940982,2.3918102473850626,1.0
4573,8.350954464311421,2.2009639797954694,1.0
4603,9.784712947075692,2.1741073232118304,1.0
4633,7.089217677241635,2.3801145031116713,1.0
4663,7.593128803329776,2.606637150579969,1.0
4693,8.010957925290827,1.9659834021416573,1.0
4723,9.832221242313297,1.5034927537418004,1.0
4753,6.914949506460886,2.3699732785431356,1.0
4783,9.74763096935384,2.3358623959046474,1.0
4813,9.21206034952085,1.5775717711060755,1.0
4843,7.747221237441839,2.7134960774299643,1.0
4873,8.652330060944998,1.9077803334437955,1.0
4903,8.758990139010828,2.257089202423739,1.0
4933,9.706503764011236,1.0683329422878876,1.0
4963,8.062557622267537,2.0414100335836856,1.0
4993,7.068988708844803,2.5760304378859793,1.0
5023,8.783200914249264,2.2200932383616725,1.0
5053,8.789767805798935,1.9357515595280992,1.0
5083,8.243539170267681,2.2815292590516902,1.0
5113,6.528605906556828,3.4146704745384024,1.0
5143,7.255458516754678,3.141358392935393,1.0
5173,8.679626908201127,2.533255000554797,1.0
5203,9.450987793834496,1.6037902258666472,1.0
5233,7.922251796578057,2.0475669189103134,1.0
5263,7.849637042323812,2.0800177570254257,1.0
5293,8.314390317914109,1.9145863338410385,1.0
5323,8.90871176680694,2.3652511937226457,1.0
5353,10.10249146636532,1.7603364720017445,1.0
5383,8.540099358452519,2.804587925854066,1.0
5413,9.4891968353504,2.0254258603522803,1.0
5443,7.9354497444588965,3.099083310832676,1.0
5473,8.8001767150998,1.7582442073683895,1.0
5503,8.119399037962385,2.257818506118174,1.0
5533,8.785379838771298,1.809928444094558,1.0
5563,9.577791427440012,1.5737133330092485,1.0
5593,8.851220360441308,3.1013122781899916,1.0
5623,7.7177794685152525,3.1397524687381098,1.0
5653,9.78822928478828,1.8157620860769879,1.0
5683,7.463387289853135,3.388810475573637,1.0
5713,9.727918863750338,1.5939047136543243,1.0
5743,8.54376828531773,1.9202007890571002,1.0
5773,8.84120970853955,2.7298256539510195,1.0
5803,8.674381445709376,2.201201991944459,1.0
5833,8.830000442150421,2.2911670718873745,1.0
5863,9.319822953348089,2.482058691818719,1.0
5893,8.130770632364602,2.622408025829122,1.0
5923,7.949122283677541,2.7989245129006086,1.0
5953,9.275733033970186,2.019626219578386,1.0
5983,9.737142512637332,1.7577033003065154,1.0
6013,8.531417651747052,3.2144484811648804,1.0
6043,9.437101060272967,1.6106301191572991,1.0
6073,8.955547194368386,2.1506277026030025,1.0
6103,7.8175816849834865,2.8783641955822143,1.0
