,SI,SD,TSS
3,9.456902401072782,2.0376482070924653,1.0
33,6.275644766042001,2.716414962711696,1.0
63,7.651933626590972,2.905989058761834,1.0
93,7.545587718789014,2.3519495069887904,1.0
123,7.839066324566652,2.3591985015816777,1.0
153,5.920401659163486,2.9109922000439417,1.0
183,8.544486859311093,1.8070905758447846,1.0
213,7.801286362337231,2.344032384693492,1.0
243,9.271619134219858,3.218111309976645,1.0
273,8.373282024792216,2.0863819231645704,1.0
303,7.4690529277354845,2.5953669184821493,1.0
333,8.144299803979816,2.3087777003550864,1.0
363,7.998919072347625,2.4889070479012787,1.0
393,10.220782386286357,2.0226316340651675,1.0
423,7.3544627243949465,2.9313983750715202,1.0
453,7.855556050887863,2.6640319813818105,1.0
483,9.109751723736611,2.2329534349725964,1.0
513,7.62445851359883,3.0378480699002055,1.0
543,6.674082725038121,2.589907934292197,1.0
573,8.693968367217606,2.1621024099067756,1.0
603,7.220769922844028,3.0807252818565174,1.0
633,8.656354696858756,2.5391082374946405,1.0
663,8.742328091865751,2.646325303945879,1.0
693,7.197032289351574,2.891063725907326,1.0
723,6.876002891091643,2.6686230273694025,1.0
753,8.176675031985754,2.553369812149031,1.0
783,8.535707950087408,2.622438711515268,1.0
813,8.263195645919609,2.5450307825285856,1.0
843,8.498226708687577,3.059228864657459,1.0
873,9.152771122288295,2.2304384720368193,1.0
903,8.410375407705322,1.825160261665286,1.0
933,9.111591306015868,1.2681881380803015,1.0
963,8.64740562823734,2.320560427382614,1.0
993,7.873387461849586,2.4421343868623864,1.0
1023,8.27141656503765,2.5689555759376748,1.0
1053,7.4848843735948805,2.749132512630965,1.0
1083,7.784941130153977,2.626086454841509,1.0
1113,7.553130611247255,2.7942291865061306,1.0
1143,7.683254814416692,3.319390689289635,1.0
1173,7.7307416467314125,2.313587705007188,1.0
1203,8.378427730960562,2.2618512885747295,1.0
1233,8.138665952749012,2.5910759471775564,1.0
1263,8.34572541616581,2.0702520929942825,1.0
1293,8.21571315643993,2.1919432629823636,1.0
1323,8.358652105283463,2.450755563580198,1.0
1353,9.226700108266543,2.3832291041533864,1.0
