,SI,SD,TSS
5,7.984690768423947,2.727032800957245,1.0
35,8.004053329532,3.010196221757498,1.0
65,8.301794957341107,3.4450617578348828,1.0
95,8.474532619342305,2.3819311232224614,1.0
125,9.570334671731649,1.6785362750466577,1.0
155,9.499814934240344,2.0941782505227318,1.0
185,6.344891971364505,2.6782212888627095,1.0
215,8.060899860116312,2.636378274229681,1.0
245,9.458494499815503,2.2378666244284386,1.0
275,9.163695424850568,2.6098998668756357,1.0
305,10.099619022634881,1.3663679790632866,1.0
335,10.389744965594296,1.9802313423634144,1.0
365,8.823542239143608,2.620216611831532,1.0
395,9.66467713798406,2.633182200353838,1.0
425,7.1885923691474245,2.914492135531452,1.0
455,8.949212270089333,2.2880138504716205,1.0
485,9.200838247084565,2.794693686947393,1.0
515,9.28798646816041,2.009675412933894,1.0
545,9.783430960979567,1.46187539512421,1.0
575,9.492678193027912,1.4261627325900637,1.0
605,7.878351893779223,2.2840304993764806,1.0
635,8.259225366945145,2.4210128814543577,1.0
665,9.101675183139823,2.0491125646679826,1.0
695,8.869354495523675,2.3354761167096685,1.0
725,9.608560923410158,1.4451544063917472,1.0
755,9.531155345794367,1.4353048639410115,1.0
785,9.427082044269433,3.606325482797826,1.0
815,8.45099474435077,2.2479776837320227,1.0
845,8.53577443277114,3.0642426140747734,1.0
875,8.11954987402812,1.8066791180649173,1.0
905,9.526089023235997,1.585641883842375,1.0
935,8.144993938585658,2.178340762702641,1.0
965,9.159922622015516,1.7738853879976535,1.0
995,10.094695525515078,1.31138271622388,1.0
1025,8.884924250083865,2.546453596755778,1.0
1055,8.375507748477737,2.603655310517293,1.0
1085,7.096147285812435,2.445180550422712,1.0
1115,7.875279178328288,2.4925581816173397,1.0
1145,7.409410041994864,2.925404235748211,1.0
1175,8.569230453696965,2.1513160935196187,1.0
1205,8.597098623649266,2.24237240609663,1.0
1235,8.77890335110317,1.979568905537075,1.0
1265,6.937097183708557,2.8977038533395896,1.0
1295,8.80910389371384,2.4598669035648046,1.0
1325,10.314363601591099,1.3370137522148224,1.0
1355,8.913318260725488,1.767944321492695,1.0
1385,9.513360546952107,2.0400250786496628,1.0
1415,9.710275009143263,2.094633954791968,1.0
1445,8.964351735652228,2.2932666953208902,1.0
1475,9.060724966577986,2.8885965584630973,1.0
1505,8.709830445178579,1.757044857449041,1.0
1535,9.512494304368309,2.41508361092943,1.0
1565,7.327554157762037,2.6102748368434994,1.0
1595,9.17322707424044,1.6998104284833693,1.0
1625,9.63482793737964,2.022021047960283,1.0
1655,9.918024486220835,2.106054503885393,1.0
1685,9.793224597083336,1.4732592331328265,1.0
1715,8.992668140284215,2.649132549976962,1.0
1745,9.57262919440712,2.2467879594253537,1.0
1775,8.467262566471666,2.5375542146941155,1.0
1805,10.230853192125801,1.4960336837748518,1.0
1835,8.677949600492465,2.1583716347652757,1.0
1865,8.540869611869317,1.797745270662503,1.0
1895,9.352235527381538,1.7488319871892637,1.0
1925,6.7141662865528975,2.805184759630402,1.0
1955,8.249889558612402,2.1705867310754297,1.0
1985,9.705891626944254,2.29043587401908,1.0
2015,6.804024333203177,2.6614589110534546,1.0
2045,8.746352571650945,2.1905548589782255,1.0
2075,8.965658149943916,2.2482029007107776,1.0
2105,7.535791753219515,2.518386732633598,1.0
2135,9.795820108995642,1.9275873460553905,1.0
2165,10.206579973307175,2.104410704716945,1.0
2195,7.999087923212223,2.4957806676043917,1.0
2225,8.993290632276647,1.9573487419619693,1.0
2255,9.52588139689339,2.144128955260459,1.0
2285,8.69254470383864,2.5451279600824623,1.0
2315,9.708982500009627,2.5610653900030638,1.0
2345,9.170615545064315,2.189388645272242,1.0
2375,8.538931100259074,2.7732167064185136,1.0
2405,7.7778533248385076,2.6970514547430415,1.0
2435,9.260114934993902,1.3724604718502382,1.0
2465,9.404272253870104,2.2845113138520055,1.0
2495,9.522434840818903,2.268082880070322,1.0
2525,10.26353698044715,1.7327820960152214,1.0
2555,9.041278748467183,2.2993908282964535,1.0
2585,9.766604482063979,2.0929806380473472,1.0
2615,9.516458421653688,1.558264883033136,1.0
2645,8.8488023195653,2.030252328910683,1.0
2675,8.802340012309408,1.647692294506901,1.0
2705,9.494065621792076,1.9342781831989546,1.0
2735,7.646526168872106,2.6673261295847888,1.0
2765,9.550579519671432,1.65310869898198,1.0
2795,8.62403033649757,2.3187504062091673,1.0
2825,9.540148421558412,1.629863766927293,1.0
2855,8.763474806455108,2.1679096242684075,1.0
2885,8.743887140890706,2.2015174172818566,1.0
2915,8.364066198769688,2.2587404701006695,1.0
2945,8.4182825425875,2.2617692109006513,1.0
2975,8.913392436693476,2.0619808680240497,1.0
3005,8.295089181937685,2.781615177809531,1.0
3035,9.441114554734385,1.8510827803182686,1.0
3065,9.533679131851578,2.497866015794548,1.0
3095,9.205032833142806,2.1935503955951585,1.0
3125,9.965530617629836,1.3541830894236162,1.0
3155,9.470224002538886,1.9888758467436896,1.0
3185,9.438779084034781,1.9775991704388995,1.0
3215,9.394859994363312,2.8840673073059526,1.0
3245,7.192903256989818,3.139698188536322,1.0
3275,9.387430463172329,2.401978238454881,1.0
3305,8.762912214327633,2.495642010179704,1.0
3335,8.628934067528263,2.511268323497754,1.0
3365,9.015674942119066,2.038749257173978,1.0
3395,9.74886761651897,1.830729216189476,1.0
3425,9.063734178505516,2.236210033638227,1.0
3455,9.381811547902872,2.2779825703662455,1.0
3485,8.500291784532967,2.277485744304334,1.0
3515,9.867703027165067,1.4859669656708265,1.0
3545,7.482476995911613,2.6698851109242288,1.0
3575,7.883050708219525,2.845434772381371,1.0
3605,9.46831090835169,1.8462361776755658,1.0
3635,7.7717959755423145,2.824386469860917,1.0
3665,10.197166811049579,1.7853572981408163,1.0
3695,9.357518163468,1.8658797276016874,1.0
3725,8.787407844375693,2.2747773782245755,1.0
3755,8.533550108686304,2.8225722264339406,1.0
3785,9.689018820543291,2.02534173846065,1.0
3815,8.555845603944013,2.2603610136328363,1.0
3845,8.109159263248591,2.663186489073518,1.0
3875,9.632631608964001,2.0393943378176767,1.0
3905,7.438332680356067,3.033237766707848,1.0
3935,8.860876519340897,2.530302338077837,1.0
3965,7.95646770247276,2.381496830887601,1.0
3995,8.181768721289883,2.417739837583739,1.0
4025,8.596626701461858,2.783981082893132,1.0
4055,9.000578070573727,2.1247063600495064,1.0
4085,8.838813852398,2.737461872428825,1.0
4115,9.235396614811664,1.7948789233210087,1.0
4145,8.274552386156772,3.1167899521468345,1.0
4175,8.503312463711687,2.2255273472532826,1.0
4205,8.156275529906567,1.7305723648563947,1.0
4235,8.917156809649914,2.042856576166854,1.0
4265,10.443249951723235,1.6113076998865803,1.0
4295,8.100096061997895,2.310115041997969,1.0
4325,9.076887001069176,1.7614982067794653,1.0
4355,7.397747022630447,2.0542101966516273,1.0
4385,8.557868315715663,2.1778162097635656,1.0
4415,7.509375421046414,3.354991277433571,1.0
4445,8.65978987676085,1.8450540470015093,1.0
4475,8.150397817977078,2.2468395712762264,1.0
4505,8.692677606527749,2.2004563734266416,1.0
4535,8.724650917742082,2.299182306989886,1.0
4565,8.540834942514126,2.175451541590279,1.0
4595,9.981598168530633,2.103625379482219,1.0
4625,7.038651386796343,2.44559154625463,1.0
4655,7.633371107752343,2.425163022450617,1.0
4685,8.042545490863317,2.1169022510201123,1.0
4715,9.760326020881902,1.6442357413086257,1.0
4745,7.353779189259672,2.3504468908618046,1.0
4775,9.815761860371744,2.480017296583785,1.0
4805,9.005894878870139,1.8068711249759042,1.0
4835,7.441758456459864,2.913580955800077,1.0
4865,8.971202323822473,1.69449278438407,1.0
4895,8.873801736047897,2.1140611003022807,1.0
4925,9.712419685898471,1.2371120064660872,1.0
4955,8.066222975695725,2.1817072133330644,1.0
4985,7.014025352496583,2.631454853576633,1.0
5015,8.984510164998008,2.1209941388265037,1.0
5045,8.4220714834764,2.0512311643976577,1.0
5075,8.586494907661953,2.1589026283526147,1.0
5105,6.510404025946952,3.563131026903518,1.0
5135,7.564112442757899,2.81806033504148,1.0
5165,8.437398541970317,2.6255960941068586,1.0
5195,9.470106389048409,1.8298552589924677,1.0
5225,7.666196845152148,2.12731762091422,1.0
5255,8.033726750406558,2.185322019085733,1.0
5285,8.731092919602146,1.711262942499639,1.0
5315,8.937112002727496,2.3977961282952616,1.0
5345,10.103157865229726,1.8700852478583565,1.0
5375,8.478942747837706,2.698566738287907,1.0
5405,9.17807891100721,2.2948192560711362,1.0
5435,8.493892212927971,2.8813588207928067,1.0
5465,8.696674656546586,1.7580105187945076,1.0
5495,7.870340614471107,2.311771515705989,1.0
5525,8.844096233609728,1.9040839589028637,1.0
5555,9.686645544719818,1.7569303154071303,1.0
5585,8.91146186992706,2.939192809311717,1.0
5615,7.643989166445776,2.963444600225597,1.0
5645,9.743591939468343,1.7787313372637594,1.0
5675,7.645752434530113,3.211522984985399,1.0
5705,10.082959561072212,1.500433052718176,1.0
5735,8.532949215513261,1.7232342222554478,1.0
5765,8.59498218079502,2.7439927991756594,1.0
5795,8.596613515158971,2.2933205917502852,1.0
5825,9.1836910980416,2.105953676783864,1.0
5855,9.215986908049041,2.4701366075440405,1.0
5885,8.405151512871294,2.5504014998562465,1.0
5915,8.64770895099005,2.454356298408013,1.0
5945,9.079613560262523,2.1266688370033444,1.0
5975,9.813822396456354,1.686043768658283,1.0
