,SI,SD,TSS
12,5.502353499417044,1.3596382135191218,1.0
42,4.321706525048203,2.160859455328905,1.0
72,4.325867031143776,1.911272615109963,1.0
102,5.504407810741536,1.8760379383468164,1.0
132,5.2408551353807376,1.4584913988736565,1.0
162,5.434158428357701,1.6204518296411992,1.0
192,4.478035734477946,2.1392351440401054,1.0
222,5.079623621507561,2.2278801097760033,1.0
252,4.710805972151967,1.8982516215396958,1.0
282,3.959320945650847,2.069650042213918,1.0
312,5.633401215956876,1.6941570538053772,1.0
342,5.050133201886304,1.7294164228760254,1.0
372,4.977784944058167,1.2706169878356812,1.0
402,6.170682432613012,1.1783775697877377,1.0
432,4.2087391151374245,1.6994772628920813,1.0
462,5.296170475839376,1.5037924579796753,1.0
492,5.052225220630108,1.8984071941250558,1.0
522,4.627621823374935,2.085636508204861,1.0
552,5.544107287591159,1.8249021296824277,1.0
582,3.974696382466128,2.1153903631818634,1.0
612,4.909702352283257,1.8801773113492852,1.0
642,4.510995062380269,1.6384220492195531,1.0
672,4.268861334110702,1.920255248020709,1.0
702,5.4606492057555,1.8237378632531671,1.0
732,6.03888969146492,2.1642189010557975,1.0
762,5.689473564586766,1.7355520543911889,1.0
792,4.272538501229861,1.404077911168589,1.0
822,4.935565154442845,1.9305470295710236,1.0
852,5.370089832497082,1.9460302170320294,1.0
882,4.091743402336373,1.8406307635752706,1.0
912,5.650157733825933,1.7001493972196762,1.0
942,6.16442341746466,1.6858371327687136,1.0
972,5.570764948847388,1.847419301893156,1.0
1002,4.983869204826497,1.833744815825554,1.0
1032,3.671876271527651,1.9685493161761896,1.0
1062,5.422010843664687,1.8618638939463612,1.0
1092,3.7206196822675945,1.57027251768866,1.0
1122,4.623569442664413,2.1521517911649677,1.0
1152,3.3703223896012746,2.209104261137384,1.0
1182,3.7068392081845567,2.1757084517476604,1.0
1212,4.730163007527421,1.9399251664739978,1.0
1242,4.852618234454555,1.9051537690974862,1.0
1272,4.233644405674383,2.3887785808628093,1.0
1302,5.328767366371053,1.4269863573467114,1.0
1332,4.8451863035388705,2.0239821311443533,1.0
1362,5.012610023131982,1.8454010914433847,1.0
1392,4.340300050289577,1.5591372668074956,1.0
1422,5.249518245979415,1.071193290887089,1.0
1452,4.272067236631004,1.6121674427456203,1.0
1482,4.421938658481746,1.926703780162847,1.0
1512,4.901664778921053,1.907196021306281,1.0
1542,5.8294054918238025,1.6218420034933354,1.0
1572,3.996164198745572,2.043329509599639,1.0
1602,5.265324065197314,1.874792746410537,1.0
1632,4.206042711080393,1.8102514438342345,1.0
1662,4.493517192733402,1.9065198856070071,1.0
1692,5.222731461477917,2.1473144528044585,1.0
1722,4.949907081311226,1.5675051811898426,1.0
1752,5.928407502023286,1.6175474878154708,1.0
1782,5.162000089191652,1.8366141260604039,1.0
1812,5.064490047326387,1.5875321599505148,1.0
1842,4.218332947778048,1.8221025558176547,1.0
1872,4.63291101145873,2.054497645123711,1.0
1902,4.644890456336842,1.911668679045818,1.0
1932,4.641978215168872,1.8690398215689978,1.0
1962,4.37831097699559,1.6971012516729829,1.0
1992,5.391544488667825,2.170615571793207,1.0
2022,5.203941576119674,1.7004963569617562,1.0
2052,4.260345326584517,1.6564493805939355,1.0
2082,5.406262807898544,1.6926772206469742,1.0
2112,4.563379598562045,1.7690094492563324,1.0
2142,4.733795607265545,1.9726153487679017,1.0
2172,5.093018018434634,1.4565813953961932,1.0
2202,3.9790393651397267,1.767064776981262,1.0
2232,5.405116228734937,1.8664334970897751,1.0
2262,3.5962513814227837,2.0457324534268313,1.0
2292,4.7121697735224926,2.0901948333498286,1.0
2322,4.794379307532068,1.6713827212063632,1.0
2352,5.189341681539207,1.6273476361261727,1.0
2382,4.415095934785959,1.8313018080234582,1.0
2412,5.299973225293209,1.7677230879734367,1.0
2442,4.329438291026741,1.4448585556244395,1.0
2472,5.710968672406524,1.5692305544158196,1.0
2502,5.4733790926279475,1.9508750485541084,1.0
2532,5.191642838335425,1.6472397901343143,1.0
2562,4.617512285200265,1.8474415493582859,1.0
2592,6.207948136152215,1.3457413773084441,1.0
