,SI,SD,TSS
10,3.150103779713646,1.932013640179039,1.0
40,3.9421191152663684,2.0713408534892563,1.0
70,4.6756469859607925,2.0967692507883005,1.0
100,4.4129894111280725,2.164573843627203,1.0
130,3.0966942481408,1.2619359851633603,1.0
160,5.227113520169318,1.7542003555339143,1.0
190,5.190132238954394,1.7006582429979886,1.0
220,3.6575504699429304,1.8643562985186883,1.0
250,4.340558852095771,1.0966482750195117,1.0
280,3.8285564326764527,1.687159774993444,1.0
310,4.820241622895983,2.1886424187008724,1.0
340,5.331793771945425,2.127780637822915,1.0
370,5.4851821101913245,1.3885299974701952,1.0
400,4.021773497877931,1.3610695428487705,1.0
430,4.867392018970896,1.9534681497192439,1.0
460,3.7358277171571506,1.8709654113867729,1.0
490,4.463885326048001,1.6543888268809146,1.0
520,4.002244995778251,2.2399131411404785,1.0
550,4.74629825365626,1.6735022315145605,1.0
580,4.376220408427932,1.9964907523396116,1.0
610,4.138659095244209,2.273482458115792,1.0
640,4.537735005999128,1.7372043888332513,1.0
670,5.274221267437842,1.455354967115804,1.0
700,4.448817595929075,2.0752324368245265,1.0
730,4.4342420928430935,1.9962911615483228,1.0
760,4.620289451981524,1.4973883640144323,1.0
790,4.045500750490032,2.216087363933366,1.0
820,3.7023476540893543,1.75090368512091,1.0
850,5.1308980026156235,2.2820170299833453,1.0
880,5.018894594161392,2.190485326114151,1.0
910,4.643733007806278,1.6147397226692626,1.0
940,4.752690114561292,1.8843711431761228,1.0
970,4.524940911615278,2.121717465613801,1.0
1000,4.382938303992962,1.6961789599494976,1.0
1030,4.593697532271977,1.704623316831283,1.0
1060,4.9497901299824,1.6391447232524292,1.0
1090,3.8538832004515373,1.9450622700764322,1.0
1120,5.149396752714313,2.14240671284897,1.0
1150,4.373387479334054,2.1998163205712045,1.0
1180,5.401034909521532,1.5592897667797878,1.0
1210,4.754037235002871,1.5266611141334858,1.0
1240,3.6067145479836324,2.1380551294401546,1.0
1270,4.523780566666928,1.836805614262932,1.0
1300,4.752594332500842,1.2685190674031435,1.0
1330,4.386876238214094,1.5597467905824394,1.0
1360,3.364828011059075,1.9263968526761224,1.0
1390,4.658773399007618,1.308223945463087,1.0
1420,5.15597984457103,1.4562180317108884,1.0
1450,4.612571184364489,2.273261175556817,1.0
1480,5.132173542243027,1.6770197476720048,1.0
1510,4.201229389933858,1.6769702883663007,1.0
1540,4.2188465912322295,1.8645861421807828,1.0
1570,4.075691480771078,2.097961591197827,1.0
1600,5.022848455503716,1.9062440237867422,1.0
1630,4.84182586973227,1.647338607357675,1.0
1660,4.556195161951802,1.6744170765269468,1.0
1690,3.1003213330271184,2.1397354523353567,1.0
1720,5.234784321807266,2.3695339682591565,1.0
1750,5.155869364905708,2.052938276819449,1.0
1780,4.369612092535719,1.5830162930626692,1.0
1810,3.867933665312992,1.3817627982146024,1.0
1840,4.555266126168596,1.5794739516275569,1.0
1870,3.904327630354606,1.906517172749818,1.0
1900,4.652139866365759,1.6021192570619314,1.0
1930,4.482863015257497,2.5073175767338722,1.0
1960,4.62403234891275,1.7543989363607777,1.0
1990,3.9983843501431036,2.0448057113928884,1.0
2020,3.811921816343835,2.1419303756250767,1.0
2050,3.7559363748777668,1.743037493342172,1.0
2080,4.260574344689377,1.6934984070889143,1.0
2110,3.5726089572196997,1.362383806627805,1.0
2140,4.622376263224097,1.31629298790566,1.0
2170,4.48708161427329,1.7352342647158474,1.0
2200,5.082129832937465,1.265201405854077,1.0
2230,5.296191743601907,1.3521650591021488,1.0
2260,4.338526661001989,1.6244599506689712,1.0
2290,5.271068383820801,1.9925813524813392,1.0
2320,4.55809067923935,2.457089677198462,1.0
2350,4.025162068132129,2.0161669523031427,1.0
2380,3.8169583914143335,1.67454193719653,1.0
2410,4.1592233016351665,2.1513857127028615,1.0
2440,4.559229549142484,1.6576720141511863,1.0
2470,4.54255155672719,1.9274268903364158,1.0
2500,4.357641014211911,2.0528321278728514,1.0
2530,4.52797017927028,1.9375325507946817,1.0
2560,4.7375364687984645,2.5473341532679097,1.0
2590,3.56174177301305,1.7418654076752063,1.0
2620,4.878102366800281,1.5644395562314684,1.0
2650,4.0087866840131055,2.0033222580244314,1.0
2680,4.522091107214044,1.8797379064153645,1.0
2710,4.817308199521421,1.9053816709526217,1.0
2740,4.476987363585089,2.4257035047709627,1.0
2770,3.9020334676568704,1.42771399827637,1.0
2800,5.162045287663532,1.4163535904380506,1.0
2830,5.989430292000622,1.0115925824404313,1.0
2860,4.529226896199901,1.8915577184733094,1.0
2890,5.215624382616332,1.7821023163665992,1.0
2920,4.886767845733243,2.078589402346129,1.0
2950,4.049835490430529,2.492099230728388,1.0
2980,4.6980028618232925,1.673975678482858,1.0
3010,4.375975449351722,1.9481066017196866,1.0
3040,3.8850471707820122,1.8649184419506668,1.0
3070,4.716872628868503,1.8820005733709664,1.0
3100,3.6143654337948705,2.1979611337877603,1.0
3130,4.468296533113693,1.7750097432802325,1.0
3160,4.424540568233177,1.740538919820643,1.0
