,SI,SD,TSS
4,5.485012886917323,1.371546146960361,1.0
34,4.328514118723487,2.133465044960844,1.0
64,4.36454371395344,1.931341597336121,1.0
94,5.473324162814522,1.9082745819454188,1.0
124,5.245058248597553,1.462556598064726,1.0
154,5.438498001325921,1.647113419457359,1.0
184,4.438692924640997,2.123785446901763,1.0
214,5.154102061263005,2.2177680705691354,1.0
244,4.6871376063736765,1.8744926426841484,1.0
274,3.961481135878985,2.0515038824766068,1.0
304,5.604464753263378,1.669263747860814,1.0
334,5.008615487555999,1.7178241655123974,1.0
364,5.022906272636516,1.2675189375495413,1.0
394,6.170288771866252,1.163092187586614,1.0
424,4.180381872801172,1.7130812575469148,1.0
454,5.265032304967336,1.540236137045995,1.0
484,5.056511882373507,1.8352992128951409,1.0
514,4.616072834232738,2.0620689404476558,1.0
544,5.5784848155171,1.8347356756286797,1.0
574,4.0240048915976745,2.1344827672214506,1.0
604,4.9910371706438355,1.891248937785613,1.0
634,4.494776585400892,1.6185402611726367,1.0
664,4.324223645926574,1.9201190491904148,1.0
694,5.463526632201803,1.772011114485751,1.0
724,6.0327178294686865,2.164454685764911,1.0
754,5.685290183999547,1.7117569480410721,1.0
784,4.28054651950311,1.4150767291740909,1.0
814,4.935398238189715,1.945042974799912,1.0
844,5.338934869515256,1.9417560129163618,1.0
874,4.065308853440446,1.8440641746302735,1.0
904,5.685410911115048,1.6512587595056807,1.0
934,6.237675827737369,1.722743547509895,1.0
964,5.610907892558559,1.8517440814381292,1.0
994,4.950277295038104,1.8393168576693262,1.0
1024,3.6222403494820976,1.923757435422955,1.0
1054,5.429128664245317,1.8237091964630092,1.0
1084,3.723896199056192,1.5266042503898911,1.0
1114,4.5877456262698795,2.1337692213612827,1.0
1144,3.3638090998697487,2.217076299528236,1.0
1174,3.6952233054037165,2.157140766091831,1.0
1204,4.707672492047324,1.9485003644596692,1.0
1234,4.8040791335092115,1.865683808284852,1.0
1264,4.257816114393046,2.382818473101532,1.0
1294,5.369940729615647,1.4230685723591205,1.0
1324,4.82246011842109,2.0436964864458838,1.0
1354,5.018002110591098,1.8344082153765229,1.0
1384,4.419652363971502,1.583110057986595,1.0
1414,5.310783122756168,1.0802241558675563,1.0
1444,4.286154469369075,1.5649614891560688,1.0
1474,4.392424232723523,1.8995741367614183,1.0
1504,4.89535286058605,1.8735987664437863,1.0
1534,5.837009771349365,1.62228720132943,1.0
1564,3.973852287560004,2.017699159509751,1.0
1594,5.258414717170283,1.9061374131688742,1.0
1624,4.1583668234814395,1.8059388972533836,1.0
1654,4.487904661858764,1.9453748764705339,1.0
1684,5.300354569470012,2.181541117248208,1.0
1714,4.9493566546725765,1.593029356457734,1.0
1744,5.993489706700715,1.5663932347387306,1.0
1774,5.097010840661094,1.8498735068085268,1.0
1804,5.068595960328296,1.558994105400451,1.0
1834,4.152727760089065,1.8431889931487047,1.0
1864,4.590593426982364,2.066616360827894,1.0
1894,4.642371482051746,1.9292903548236129,1.0
1924,4.636733815236624,1.8829736629023581,1.0
1954,4.3856657876934735,1.67813941954735,1.0
1984,5.38735545851077,2.194220042462413,1.0
2014,5.222283011230671,1.7164501970749098,1.0
2044,4.320748139150923,1.6941165511358567,1.0
2074,5.398737919367831,1.7078681697967038,1.0
2104,4.55429126065309,1.7888554930165825,1.0
2134,4.654661758296745,1.9469674368978676,1.0
2164,5.07768029290387,1.4304421603500974,1.0
2194,3.9897394753777427,1.7555753699261787,1.0
2224,5.404425927708585,1.8658397373482702,1.0
2254,3.5791568082689578,2.0212068790658475,1.0
2284,4.715802356641684,2.067564133646585,1.0
2314,4.839774327176202,1.6762852821217675,1.0
2344,5.205392159807405,1.6531395508694058,1.0
2374,4.39776504867094,1.8716448212391579,1.0
2404,5.3060642522807955,1.7438641647312958,1.0
2434,4.299120959264927,1.4510876884717792,1.0
2464,5.786849737364581,1.579632953678343,1.0
2494,5.4970383728905166,1.9940548546157448,1.0
2524,5.145374677577581,1.6687712465783362,1.0
2554,4.642332984546391,1.801370879333182,1.0
2584,6.22576985592745,1.3625320691781353,1.0
2614,5.6732208337628975,2.029777296341308,1.0
2644,5.944529754806825,1.905890245703139,1.0
2674,4.797823721431939,1.6216272297272114,1.0
2704,5.313201674984991,2.237781648378945,1.0
2734,5.080626581052193,2.2727080117720075,1.0
2764,6.070724410752097,1.9539911174808127,1.0
2794,4.957775648051165,1.862727672933476,1.0
2824,4.670005364113313,2.0324865989567864,1.0
2854,5.217248050928171,1.1397484581339141,1.0
2884,5.658869442986038,1.4842630305775697,1.0
2914,4.472461946261286,1.9144514773357957,1.0
2944,4.503292460945393,2.0073847247773524,1.0
2974,4.697100143299973,2.2211615412056105,1.0
3004,5.000629781699611,2.4230279354328843,1.0
3034,4.674908145428413,1.2056719606974207,1.0
3064,6.271605863153009,1.51649248543977,1.0
3094,4.443604235886298,1.3163229875114122,1.0
3124,5.063235677064292,1.7974080914402004,1.0
3154,4.8376256903035895,1.7990658221367943,1.0
3184,4.930611503788251,1.6601114097550926,1.0
3214,5.067532532164249,1.5074129654007267,1.0
3244,3.9727500012824373,2.0988914898904527,1.0
3274,4.637228889569427,1.8219980935126137,1.0
3304,3.4415244167492816,2.3515708258642056,1.0
3334,4.2804128926695695,1.6206197311834087,1.0
3364,5.36434397601734,1.7067409139153151,1.0
3394,5.114350580436363,1.757887752490186,1.0
3424,6.090918515758971,1.5598042391267628,1.0
3454,5.033508062921361,1.3980865021585278,1.0
3484,4.171020001194225,1.7490257749378075,1.0
3514,4.099502995704138,1.701660964042602,1.0
3544,5.115927349742618,1.579563372467068,1.0
3574,4.971805329495843,1.6846120929678328,1.0
3604,4.001649455693667,1.518699922713434,1.0
3634,5.319321694421796,1.6501421428010643,1.0
3664,5.4229638549322425,1.774165891021776,1.0
3694,4.630092740904636,1.6624101363766866,1.0
3724,5.209335932690843,1.856977901131705,1.0
3754,5.064808052520162,1.9159892996056551,1.0
3784,5.218624975405591,1.9419624469472307,1.0
3814,4.952267456926698,1.8100611398030844,1.0
