,SI,SD,TSS
6,3.5805308652056103,1.8966286744730432,1.0
36,3.9156741446816348,2.2978572047405255,1.0
66,4.547386011462968,2.1501023768241727,1.0
96,4.4213087652657235,2.2007181305809844,1.0
126,3.227696193298113,1.2725983729930492,1.0
156,5.953875656218419,1.5637791247903872,1.0
186,4.825480804169449,1.8851045494416747,1.0
216,4.387633864500465,2.094520464631953,1.0
246,4.700009822432177,1.0448891435286123,1.0
276,3.9877960738873477,1.850406784044808,1.0
306,4.66701388121344,2.0812185314392795,1.0
336,4.952697398269798,2.0142569147372007,1.0
366,5.28247798387981,1.3540289958712604,1.0
396,4.473350124262242,1.40310574614798,1.0
426,4.4947327900248215,2.064606933319505,1.0
456,4.239606981272755,1.7915414948523374,1.0
486,5.282229385985028,1.6060774237412103,1.0
516,3.9244261726280167,2.0479215807192395,1.0
546,5.016581923353107,1.643869174323288,1.0
576,4.212315499705851,1.83041703981302,1.0
606,3.9409874143653063,2.4356596642911,1.0
636,4.809441081065221,1.7543244784114853,1.0
666,5.0468065787641985,1.1672432271776163,1.0
696,4.752849397154307,2.118792874036154,1.0
726,4.906334540959885,1.731551326958339,1.0
756,4.762979142319414,1.6125672128509079,1.0
786,4.433655126933772,2.1272255592341764,1.0
816,3.66416770023841,1.6753757712540496,1.0
846,5.247330587727516,2.3101894960318066,1.0
876,4.923399933796432,2.1660761714376586,1.0
906,4.349422034997934,1.6592374206693201,1.0
936,4.900885081585266,1.9615204880372652,1.0
966,4.780377304070079,2.032645949260407,1.0
996,4.196702193338539,1.4497913858541243,1.0
1026,4.160679756425464,1.6676030972178228,1.0
1056,5.197765281469321,1.9170985907606155,1.0
1086,3.5535570124065567,1.7536125132792286,1.0
1116,4.883686600693651,2.5868543493324685,1.0
1146,4.512385217696749,2.287066635723877,1.0
1176,4.993149392099939,1.7830374610869721,1.0
1206,5.1352009629030455,1.5158122016774822,1.0
1236,3.887120798842154,2.182099923322949,1.0
1266,4.005370216146541,2.1315866991160117,1.0
1296,4.843039720907922,1.3963844964878076,1.0
1326,4.515696773345643,1.5815530117811196,1.0
1356,3.0801258540049457,1.9537491830996239,1.0
1386,4.684149076684808,1.3581089814944993,1.0
1416,4.878314409909927,1.3641306829900435,1.0
1446,4.334931211332546,2.4688396409830466,1.0
1476,4.698776722025394,1.8943942541145151,1.0
1506,4.099304825586352,1.824824801939904,1.0
1536,4.592915100748693,1.8736345006921997,1.0
1566,4.049453837041312,2.2349103551520018,1.0
