,0,1,tss,new_tss
5393,0.6962318839991836,0.32749764872329934,1.0,1.0
25175,0.07389270055537936,0.47076015194030185,0.0,1.0
19543,0.9309497134111351,-0.32222729266865735,0.0,1.0
15845,-0.8596169548443539,0.4722343141528788,0.0,0.0
17207,-2.1079924285820595,0.05592269664637761,0.0,0.0
19137,0.06506183342989506,0.07749916411476285,0.0,1.0
20359,-1.3419447170471483,-0.18868046079047687,0.0,0.0
12160,2.687922014338817,0.11640861700936257,1.0,1.0
19457,-0.20665661799940538,-0.005756384739291742,0.0,0.0
5014,0.8435008658277807,0.6041911945766719,1.0,1.0
10769,1.4253794775774133,-0.5909252607924109,1.0,1.0
2908,0.6773381464166358,-0.1385563534082748,1.0,1.0
2919,0.23575077514249282,0.2900062206269269,1.0,1.0
17463,0.8899982318343039,-0.26983614658273064,0.0,1.0
14424,-0.023773688030505356,-0.3205171705087592,0.0,0.0
2617,1.1623724331162535,-0.21861314235255724,1.0,1.0
10130,1.049608744535326,0.3942154837206438,1.0,1.0
4907,-0.22819057520555722,-0.3787970098454419,1.0,0.0
10789,0.6192008012533751,0.258123340969672,1.0,1.0
20113,-0.9739618624035455,0.31103900393437295,0.0,0.0
5283,0.756005694600941,-0.1353299435902445,1.0,1.0
18389,-0.2765268556351004,-0.5098761637122377,0.0,0.0
13047,-1.2631139569627121,0.08053520589946285,0.0,0.0
4649,0.9690559258107454,0.028870561287215896,1.0,1.0
14875,-0.16173336534853844,-0.994105221871467,0.0,0.0
231,1.6426244057110182,0.0959901385647532,1.0,1.0
2214,-0.6650963199372247,-0.20547371856814867,1.0,0.0
7115,-0.9685034128999324,0.3697146823210094,1.0,0.0
15799,0.07711553108994797,0.30029326632498576,0.0,1.0
19897,-1.4016132994212964,0.6084263070103012,0.0,0.0
9211,0.7908521274493013,0.5760938801271055,1.0,1.0
20216,-0.7453485085579509,-0.23182580096135946,0.0,0.0
7878,-1.283977553455481,0.6169735020465756,1.0,0.0
6402,0.08857993667656765,0.26219485433430156,1.0,1.0
21686,-2.0103807516379013,0.10787029951998324,0.0,0.0
17306,-1.4211027539265773,0.12887009560150164,0.0,0.0
1289,0.9646122230655383,-0.22021264724773854,1.0,1.0
21251,-1.217290656218527,0.45900783224757413,0.0,0.0
24257,0.9300380978967434,-0.15170753523053834,0.0,1.0
22626,0.5831196479204226,0.13711181076323453,0.0,1.0
25365,-0.3477346397316452,-0.5361610596347149,0.0,0.0
11783,-0.6007473347805522,-0.5350679093056667,1.0,0.0
2560,1.180783373044542,-0.16425546967556084,1.0,1.0
15906,-0.5772059097790665,-0.40553539095679236,0.0,0.0
15897,-1.1748805158627744,0.2755325597019635,0.0,0.0
10350,-0.2870521008581566,-0.3209018514217593,1.0,0.0
12992,-1.5159526208016139,-0.07946857155389865,0.0,0.0
19271,0.18578263513785578,0.5492559387087512,0.0,1.0
10972,0.9326995171955466,0.860187486693311,1.0,1.0
3745,-0.7380056215352286,-0.05066232831986661,1.0,0.0
23522,0.0951784442454223,-0.9613168466060372,0.0,0.0
15924,-1.1338541862262077,-0.19106928168545975,0.0,0.0
13410,-0.5248241742472424,0.20125313357224908,0.0,0.0
13973,-1.5908519894924613,0.32323365763981915,0.0,0.0
13202,-1.2336301567360461,0.5583922165888183,0.0,0.0
8275,-0.4533483386941924,-1.0188586498147554,1.0,0.0
22340,0.566991006288221,-0.011202967761085075,0.0,1.0
9949,-0.8632459468896058,-0.09557187289720825,1.0,0.0
16695,0.286580414696852,-0.28457362512131223,0.0,1.0
14949,-0.7539803004471446,-0.47882783377654775,0.0,0.0
8838,2.5991099401243036,-0.176699490934234,1.0,1.0
23815,0.059462583355924865,0.17504503780740682,0.0,1.0
3456,1.3374422622919588,0.801237513148343,1.0,1.0
4970,0.17334711687136875,-0.36430283944973574,1.0,0.0
15974,-0.17048937001709005,0.28191656570258466,0.0,1.0
3069,0.0847522156042307,0.4031906442127445,1.0,1.0
20816,0.328209944589626,-0.5396222471825377,0.0,0.0
25516,0.9074139082534307,0.4313295098057781,0.0,1.0
3128,0.6257273368379277,0.17186945593251368,1.0,1.0
2328,0.9129676251221228,-0.43462726574601923,1.0,1.0
23804,0.9187431997602323,-0.07911883182362565,0.0,1.0
9611,0.6366754428325527,0.5600224774208705,1.0,1.0
18457,-0.512522336385645,-0.6474496085435131,0.0,0.0
15995,1.1272750316359346,-0.18727153580933115,0.0,1.0
25452,-0.6583334516554529,-0.20295516105621525,0.0,0.0
4577,1.6717237366393496,0.3806872604089465,1.0,1.0
13751,-2.4648597373782613,0.24073251418036717,0.0,0.0
24056,-0.03978908099155431,-0.08661752709998433,0.0,0.0
12952,-1.281375498482744,0.05665747544390105,0.0,0.0
21608,0.048807315821828644,-0.06166492513651196,0.0,1.0
8935,0.08183428535420754,0.042978076439388,1.0,1.0
6189,0.23499770335045225,-0.07708549793206787,1.0,1.0
17232,1.4956475322782197,-0.3563540399774909,0.0,1.0
18021,-2.096899157981542,-0.03257410848471288,0.0,0.0
188,1.3269897610933488,0.005605295456840924,1.0,1.0
19733,-0.6810225379499721,-0.37711593429173407,0.0,0.0
23200,-1.5604077758011006,-0.09864108043737962,0.0,0.0
18520,-0.40533753018425195,0.21039280806375013,0.0,0.0
13565,-1.0920449835620614,0.30006918224694906,0.0,0.0
23103,-0.1623428326316392,-0.3829758728698295,0.0,0.0
5549,-0.3985064331887163,-0.3936050539628326,1.0,0.0
3561,1.4231036835965987,0.22646214725418795,1.0,1.0
21273,-1.3142657021970408,0.35184639761278447,0.0,0.0
5118,1.2387360971208086,-0.5190867529790837,1.0,1.0
23782,0.418010404585393,-0.4271184177979039,0.0,1.0
1520,0.48188408214183326,0.38519830369381236,1.0,1.0
13286,-0.17883185133235516,-0.048772109457808535,0.0,0.0
7146,1.479449500420962,-0.11388879622388597,1.0,1.0
17854,-0.43637846309017436,-0.0015492538753080793,0.0,0.0
18995,-1.1915469720841638,-0.05505173004844537,0.0,0.0
5104,0.5726617534781967,0.38997264733403075,1.0,1.0
16506,0.5154685500661083,-0.2527197311256463,0.0,1.0
24775,-0.26911833532212,0.3543705534034968,0.0,0.0
22403,0.12090107175664565,-0.7406991417138385,0.0,0.0
18970,-0.28136353213700205,-0.07816757026387405,0.0,0.0
3075,0.5099011764430686,0.055878015443945286,1.0,1.0
15307,0.06175529944488331,0.39641260903295344,0.0,1.0
11598,1.49703561043277,-0.13630627835100498,1.0,1.0
21986,0.4992642486004478,-0.15680152742762873,0.0,1.0
24874,-0.4556275108313487,-0.23817929208597313,0.0,0.0
9014,0.12862391113038774,-0.08907122817244319,1.0,1.0
9080,0.32608619500378017,-0.3308905260529753,1.0,1.0
11866,1.7309195163423297,-0.049378229245577866,1.0,1.0
11932,1.4790647743464473,0.394653942411278,1.0,1.0
13192,-0.2679249361468039,0.06421316017400891,0.0,0.0
18028,-0.759717854408108,-0.33165380236253367,0.0,0.0
17462,-0.09887921161038418,0.541739085477156,0.0,1.0
18533,0.6346751620427861,-0.033652325229499985,0.0,1.0
7580,0.47566612386906326,0.0834487952226268,1.0,1.0
10140,-1.0538676554057862,-0.38525466493331056,1.0,0.0
20961,-1.404129777838913,0.6433644260419178,0.0,0.0
15668,-0.516388428208194,0.4404576121692259,0.0,0.0
8628,0.8921089421614639,-0.5534612927006637,1.0,1.0
21020,-1.6291262691164135,0.26728369964604476,0.0,0.0
14547,-1.061164381664678,-0.5752957439006577,0.0,0.0
16130,-0.21049342951168168,-0.45204478604138654,0.0,0.0
4511,0.4276985233552721,0.45544766597790964,1.0,1.0
37,0.47143289965530033,0.22569492185456308,1.0,1.0
5883,0.24828695179823163,0.619937432508698,1.0,1.0
24100,-1.095779164793845,0.15873441337148947,0.0,0.0
6194,-2.8108699733406186,0.10037110403360758,1.0,0.0
10157,0.6111863093500459,-0.30644875902316393,1.0,1.0
11721,0.3971754359075691,-0.8630704479579473,1.0,0.0
17290,0.387687930906613,0.0168022553624893,0.0,1.0
18717,0.08533952950577484,-0.09030351557711226,0.0,1.0
13005,-0.7963496676109965,-0.27921784318293214,0.0,0.0
6823,-0.6415262587769551,0.15449115769570418,1.0,0.0
6746,0.13866462051422904,-0.059877165264508266,1.0,1.0
5041,0.7006657954264548,0.5966561841422204,1.0,1.0
6797,0.512187825032351,0.6154371772819884,1.0,1.0
25361,-0.33515482570958716,-0.31357404836241237,0.0,0.0
19704,-1.5915295229595456,0.133862008847456,0.0,0.0
1247,0.781762465400462,-0.3618318637787886,1.0,1.0
22866,0.9484333735341545,-0.2197221629830275,0.0,1.0
7244,1.3597646439104203,0.12510005739910887,1.0,1.0
22333,0.014631519191533054,0.2715548667872595,0.0,1.0
13235,-1.3094520365886297,0.08976861407270242,0.0,0.0
13160,-0.05978136573910899,-0.05753794292036603,0.0,0.0
7121,-0.595062457200518,0.60816372516888,1.0,0.0
5053,0.0700416395145477,0.17198274294339325,1.0,1.0
24182,-1.2593596856028553,0.08497632932856768,0.0,0.0
4122,1.4586151580554627,0.2746794790272569,1.0,1.0
25019,-0.6220706493102474,0.16104063029605417,0.0,0.0
8983,0.4517859702282127,0.24171712300254464,1.0,1.0
18359,-0.9997415281511512,0.465238599659332,0.0,0.0
3782,2.121877623543994,0.10187222985382387,1.0,1.0
21144,0.08393736697176428,-0.8632775091667336,0.0,0.0
2507,1.6215919984310858,-0.029512511140299475,1.0,1.0
10376,1.4920520711215812,-0.061532675795342676,1.0,1.0
11059,0.5015595103231101,0.14882393429195676,1.0,1.0
16996,-0.18396493415769263,-0.37794361094989043,0.0,0.0
10491,1.182071249155731,0.06081614607708307,1.0,1.0
4088,0.41999605818077484,-0.3693642596865184,1.0,1.0
8429,-0.6211326215112805,-0.03344894988034203,1.0,0.0
13736,0.039882479230745456,0.5103763591520771,0.0,1.0
18829,-0.9852884804304495,0.11021155077644955,0.0,0.0
24171,-0.3987481960884188,0.1274154293489168,0.0,0.0
18514,-1.5463877392851724,-0.11088880220016023,0.0,0.0
2032,-0.2528676533019344,-0.058576751080360825,1.0,0.0
8476,0.8102111448081826,-0.08069244494923816,1.0,1.0
4747,1.2076920161029034,-0.237802544984673,1.0,1.0
21028,-0.5578431862744225,0.2382591344614622,0.0,0.0
24519,-2.2854223623881595,0.5224031709975606,0.0,0.0
25122,-1.5722069696042509,-0.2186265905892606,0.0,0.0
17344,-0.9633906715640451,-0.08842580562294318,0.0,0.0
21975,1.0265615733310158,0.05856423149482761,0.0,1.0
3322,1.5867771558597763,-0.2014616994556949,1.0,1.0
5036,-0.09732450372656332,-0.07564830558976901,1.0,0.0
5955,0.2828502811735546,0.40498862558791016,1.0,1.0
6987,-0.2659036904317827,-0.11130939501703886,1.0,0.0
5198,0.7706741361013926,0.29715367012640653,1.0,1.0
9464,0.7369081929186609,0.27983935642102714,1.0,1.0
17241,2.1475075634746204,-0.9841598561212461,0.0,1.0
12536,0.5241051735498375,0.4116101818992487,1.0,1.0
19480,-1.237331730119866,0.005253895095478289,0.0,0.0
7787,1.0312077538700923,-0.20630423088987906,1.0,1.0
3994,1.3628550471681014,-0.6888045287689647,1.0,1.0
24035,-0.6628952707209624,-0.08955940673810364,0.0,0.0
3640,1.2974428889964162,0.04087844515902219,1.0,1.0
20173,-0.31996297038005556,-0.14923833026189492,0.0,0.0
10713,0.3833466610229541,-0.0085431400764631,1.0,1.0
20050,-1.159380813745854,0.5399275929398588,0.0,0.0
24566,0.8119797026431939,-0.39190571561998777,0.0,1.0
22793,-1.7789599874179407,-0.019230866587116348,0.0,0.0
17545,-0.48881198155543515,-0.06310659609678552,0.0,0.0
15474,-0.5799476889637705,-0.09509886890991917,0.0,0.0
20246,0.19344915938877041,-0.1454688375866026,0.0,1.0
5931,0.756498310037341,0.12298147324354461,1.0,1.0
16306,0.4513853103341255,0.5827978459191749,0.0,1.0
23927,-1.0687535886885713,0.06782973475520987,0.0,0.0
1495,0.05451890157696932,0.07792595575001794,1.0,1.0
22385,-1.5786700072967415,0.6500221550637463,0.0,0.0
5506,0.5324643167731316,-0.38986088488009374,1.0,1.0
18596,-0.7786996134644575,-0.6239908207754394,0.0,0.0
970,-1.2669565223377552,0.23480115060505036,1.0,0.0
24017,-0.016912235491503357,-0.3151339579453401,0.0,0.0
3579,0.46939872089536827,0.15994296976999864,1.0,1.0
7824,-0.07968577944301018,0.7813199164478911,1.0,1.0
18010,0.1286386735419812,-0.017860953619292633,0.0,1.0
20480,-0.2577280290795506,0.003148415832033843,0.0,0.0
19245,0.39251216253915905,0.5619463968442313,0.0,1.0
510,1.6900501744504084,0.09831584413250492,1.0,1.0
18547,-0.9629962785438922,0.3413001215085174,0.0,0.0
19995,-2.257464691095388,-0.23835483039007105,0.0,0.0
19153,0.20139287778946183,-0.05303279192908658,0.0,1.0
3880,1.2749029833722603,0.06494808480390865,1.0,1.0
3230,2.16256457034781,0.26447812570861684,1.0,1.0
563,0.5161360945747213,-0.28218702555380604,1.0,1.0
6190,-0.5732396642557828,-0.5843128160806942,1.0,0.0
25263,-2.5094551449264757,0.04601589632151845,0.0,0.0
20369,0.610589561054145,0.06248740585971442,0.0,1.0
8277,0.9688684916989677,-0.24483959089980414,1.0,1.0
13131,0.7445374840493085,-0.47985015561369754,0.0,1.0
6682,0.8947850624191218,0.006185991097915382,1.0,1.0
19305,-1.8797568246371057,0.5202754834247724,0.0,0.0
19231,-0.5669551177056139,-0.259457156674151,0.0,0.0
20923,-1.1008731112533694,0.06893357483062834,0.0,0.0
1749,-0.17949991109235186,0.12848233108127471,1.0,0.0
1662,0.49448994125752144,-0.20348694166419143,1.0,1.0
3004,-0.3292197895829267,0.7802810573219031,1.0,1.0
23185,-0.5815161028073523,-0.6420756397962094,0.0,0.0
25589,-1.0504541370645373,-0.28744795637370735,0.0,0.0
6227,-0.5712677138076429,-0.16848803471558632,1.0,0.0
1362,1.3150593408085338,-0.528875168864821,1.0,1.0
16249,-1.2479730446111696,-0.41553738233256304,0.0,0.0
20998,-0.720089169034333,-0.04709881068523343,0.0,0.0
17713,-0.9601859544977043,-0.013353111191755288,0.0,0.0
23822,1.0436658664627378,-0.25441056067264806,0.0,1.0
23748,-1.2285370430998928,0.029847973670990402,0.0,0.0
2124,1.9039420218797325,-0.5798790824866652,1.0,1.0
6868,-1.2264240333632404,-0.8043202582257749,1.0,0.0
4948,-0.41384333126681977,0.6388448728213185,1.0,0.0
13571,-0.6023619224567487,-0.15742148030852757,0.0,0.0
13096,0.5602445956020617,0.7878513151148363,0.0,1.0
5663,-0.5587955026490085,-0.5512838594040068,1.0,0.0
10556,-0.36661246980682216,0.16969445399135621,1.0,0.0
23133,-1.0690760664747945,-0.19505457302875248,0.0,0.0
12090,1.6633830512373053,-0.3413384340287869,1.0,1.0
21599,-1.5160494006954524,0.4395289524813571,0.0,0.0
8285,0.5783275083558153,-0.0012798857750807616,1.0,1.0
19321,0.3075688501608127,0.026629382663096005,0.0,1.0
18388,-0.12218411412407237,-0.2856590588952566,0.0,0.0
6282,-1.9259101097933196,-0.07738414177377823,1.0,0.0
6914,-1.4947011416363667,0.3195228551805619,1.0,0.0
4792,0.9353988834534643,0.07072181350703854,1.0,1.0
15355,-1.4303870310557631,0.14335925399146346,0.0,0.0
10395,-0.5314449843520721,-0.49280280048571257,1.0,0.0
9270,-1.7110144180420601,0.2714814121751707,1.0,0.0
14259,-1.5966143374457642,0.28501793937017905,0.0,0.0
9253,-0.3802247278694357,-0.228603613937222,1.0,0.0
6674,-0.7698780747483874,0.8172542195577239,1.0,0.0
11340,-0.015740771992680744,-0.037519165023577654,1.0,0.0
9695,1.2868434557439339,-0.5514138399316008,1.0,1.0
21149,0.5957974048739271,-0.030157467134844546,0.0,1.0
14282,-1.8044342085809797,0.4249963567629971,0.0,0.0
8385,0.40237964631305867,-0.24389569851231976,1.0,1.0
19389,-0.5064344813353935,0.023660342627974618,0.0,0.0
7935,0.17158922160032147,-0.18816345797984213,1.0,1.0
21565,1.072533785252816,-0.23415516141974746,0.0,1.0
25143,-0.2623213682777853,-0.029522555413813045,0.0,0.0
11007,-0.8261908021137228,0.08421796701318517,1.0,0.0
7487,1.788668679558817,-0.8669488865897558,1.0,1.0
18190,-0.8192738595170792,-0.1801696626690427,0.0,0.0
1883,1.185976643658154,-0.041477074672702244,1.0,1.0
6206,-1.0006120465791062,0.13688765025627822,1.0,0.0
3474,0.7631380061923667,-0.035789731108676386,1.0,1.0
8861,0.37685066696292535,0.5596693322534064,1.0,1.0
15743,-0.24377631535859634,0.026197344461730138,0.0,0.0
23335,-1.7792635624077158,-0.0016572290059491083,0.0,0.0
1599,1.8471256738443425,0.38701179624099724,1.0,1.0
10110,1.2616217568188113,0.12454019700500155,1.0,1.0
11643,0.8994244696545418,-0.02288916101201603,1.0,1.0
25559,-1.2145467072141922,0.12652313563203968,0.0,0.0
6068,1.2613586893015036,0.600275631309743,1.0,1.0
8341,-0.6710387153631568,-0.890725396917503,1.0,0.0
8414,0.3294143426227384,0.08219866677685006,1.0,1.0
24524,-0.9833913411240985,0.29142894572537453,0.0,0.0
12340,0.39040267751298685,0.15061528696528462,1.0,1.0
8867,-0.46050814254344036,0.22935121011764503,1.0,0.0
15227,-1.7845351937794054,-0.31814001795577346,0.0,0.0
4556,-0.08335875050503506,-0.31381398034054064,1.0,0.0
3351,0.4632271497270795,-0.08934318895606579,1.0,1.0
17618,-0.11126532041770207,0.2667539727648701,0.0,1.0
7124,-0.9394064180282958,-0.03441736547320545,1.0,0.0
11468,0.5541802930566774,0.29287137056491835,1.0,1.0
6445,-0.49136683041835555,-0.1830323855001261,1.0,0.0
15800,-0.880969623713201,-0.28004931428137103,0.0,0.0
2051,1.7727649097704083,0.27053689018559707,1.0,1.0
25489,0.42204305225668565,-0.20249741788478687,0.0,1.0
324,0.3788761795911743,-0.30209970619894877,1.0,1.0
